system,survey_id,survey_name,data-available,survey_type,survey_org,survey_endDate,building_id,building_name,building_address,building_street,building_city,building_state,building_zip,building_country,Sq. Ft. ,school type,locale,Title 1 (Y/N),building_lon,building_lat,building_constructed,building_renovated,building_leed,building_leed-version,median income,bldg-feat-1,bldg-feat-2,bldg-feat-3,bldg-feat-4,median_income_all_households_zip
CBE,12174.0,Indoorium - YIT Robert Huberin tie 3A,,Office,ilmarinen oy,2004-05-19,5689.0,indoorium - yit robert huberin tie 3a,"robert huberin tie 3a, 01510 vantaa, finland",robert huberin tie 3a,,,,finland,,,,,24.963607,60.29686,1982.0,,,,,,,,,
CBE,12175.0,Indoorium - YIT Panuntie 2,,Office,ilmarinen,2004-05-19,5662.0,indoorium - yit panuntie,"panuntie 11, 00620 helsinki, finland",panuntie 11,,,,finland,,,,,24.9483203,60.2216334,1992.0,,,1,,,,,,
CBE,12176.0,Indoorium - Halton Vantaa (beta 2),,Office,halton,2004-05-19,5660.0,indoorium - halton (beta) or vantaa,,,,,,finland,,,,,,,1987.0,,,1,,,,,,
CBE,12177.0,GSA Workplace 20.20 pilot VARO reno,,Office,general services administration,2004-05-17,5690.0,gsa wp 20.20 pilot varo reno,"reno, nv, usa",reno,,,,usa,,,,,-119.8138027,39.5296329,2007.0,,silver,leed nc 2.1,,,,,,
CBE,12178.0,GSA Workplace 20.20 pilot DC COM - COMBINED,,Office,general services administration,2004-05-11,5673.0,"gsa wp 20.20 pilot washington, d.c. central office mod.","washington, dc, usa",washington,,,,usa,,,,,-77.0368707,38.9071923,,,,,,,,,,
CBE,12179.0,San Mateo County Crime Lab POE LEED (pending),,Office,county of san mateo,2004-06-29,5692.0,san mateo county occupant (crime lab) poe,"50 tower rd, san mateo, ca 904402, usa",50 tower rd,san mateo,ca,90402,usa,,,,,-118.4228533,34.0899022,2003.0,,,,182688.0,,,,,182688.0
CBE,12185.0,Johnson Diversey - JDNA building,,Office,johnsondiversey,2004-08-18,5775.0,johnson diversey - jdna building,"1312 willow rd, mt pleasant, wi 53177, usa",1312 willow rd,mt pleasant,wi,53177,usa,,,,,-87.8801743,42.7188817,1992.0,2002.0,gold,leed eb 2.0,77409.0,,,,,77409.0
CBE,12186.0,Johnson Diversey - JDGH building Global Headquarters LEED EB pilot (gold),,Office,johnsondiversey,2004-08-18,5776.0,johnsondiversey headquarters,"8310 16th st, mt pleasant, wi 53177, usa",8310 16th st,mt pleasant,wi,53177,usa,,,,,-87.8858555,42.7147803,1997.0,,,,77409.0,,,,,77409.0
CBE,12187.0,City of Seattle - City Hall POE LEED NC 2.1 (gold),,Office,city of seattle,2004-09-10,5777.0,city of seattle - city hall,"600 4th ave, seattle, wa 98104, usa",600 4th ave,seattle,wa,98104,usa,,,,,-122.3299368,47.6038106,2003.0,,gold,leed nc 2.0,61866.0,,,,,61866.0
CBE,12190.0,"GSA WP2020 REPORT ANALYSIS - Ft. Worth, TX (Taylor)",,Office,general services administration,2003-07-18,5657.0,"gsa wp 20.20 pilot ft. worth, tx (taylor)","alliance airport, 2301 horizon dr, fort worth, tx 76177, usa",2301 horizon dr,fort worth,tx,76177,usa,,,,,-97.3127746,32.9798774,,,,,103990.0,,,,,103990.0
CBE,12191.0,"GSA WP2020 REPORT ANALYSIS - Ft. Worth, TX (Fed Ctr - Depot)",,Office,general services administration,2003-07-18,6075.0,"gsa wp 20.20 pilot ft. worth, tx (fed ctr - depot)","fort worth, tx, usa",fort worth,,,,usa,,,,,-97.3307658,32.7554883,,,,,,,,,,
CBE,12193.0,GSA WP2020 REPORT ANALYSIS - FAA DC (FOB 10A),,Office,general services administration,2003-11-21,5688.0,"gsa wp 20.20 pilot washington, d.c. faa (fob 10a)","800 independence ave sw, washington, dc 20591, usa",800 independence ave sw,washington,dc,20591,usa,,,,,-77.0228013,38.886873,,,,,,,,,,
CBE,12194.0,GSA WP2020 REPORT ANALYSIS - Kansas City (Bldg 1 - Plaza - Payroll) - NO ACOUSTICS BRANCH,,Office,general services administration,2004-02-13,5675.0,gsa wp 20.20 pilot kansas city (bldg 1 - plaza - payroll),"601 e 12th st, kansas city, mo 64106, usa",601 e 12th st,kansas city,mo,64106,usa,,,,,-94.5763061,39.0985455,1953.0,,,1,57680.0,,,,,57680.0
CBE,12195.0,GSA WP2020 REPORT ANALYSIS - Kansas City (Bldg 2 - 2nd fl - Systems) - NO ACOUSTICS BRANCH,,Office,general services administration,2004-02-13,5792.0,gsa wp 20.20 pilot kansas city (bldg 2 - 2nd fl - systems),"8801 ne birmingham rd, kansas city, mo 64161, usa",8801 ne birmingham rd,kansas city,mo,64161,usa,,,,,-94.4763072,39.1564147,,,,1,62250.0,,,,,62250.0
CBE,12196.0,GSA WP2020 REPORT ANALYSIS - FSS DC (Crystal Mall 4),,Office,general services administration,2004-05-07,5691.0,"gsa wp 20.20 pilot washington, d.c. fss (crystal mall 4)","3100 14th st nw, washington, dc 20010, usa",3100 14th st nw,washington,dc,20010,usa,,,,,-77.0328806,38.9293389,,,,,110260.0,,,,,110260.0
CBE,12197.0,GSA WP2020 REPORT ANALYSIS - DGS Occupant - Capital Area East End - Block 225 Baseline Study - 428 J,,Office,general services administration,2002-02-06,5990.0,dgs occupant - capital area east end - block 225 baseline study - 428 j,"428 j st block 225, sacramento, ca 95814, usa",428 j st block 225,sacramento,ca,95814,usa,,,,,-121.5004546,38.5819629,2002.0,,,1,46637.0,,,,,46637.0
CBE,12198.0,GSA WP2020 REPORT ANALYSIS - DGS Occupant - Capital Area East End - Block 225 Baseline Study - 560 J,,Office,general services administration,2002-02-06,5991.0,dgs occupant - capital area east end - block 225 baseline study - 560 j,"560 j st block 225, sacramento, ca 95814, usa",560 j st block 225,sacramento,ca,95814,usa,,,,,-121.4991469,38.5817977,2002.0,,,1,46637.0,,,,,46637.0
CBE,12199.0,GSA WP2020 REPORT ANALYSIS - DGS Occupant - Capital Area East End - Block 225 Baseline Study - 660 J,,Office,general services administration,2002-02-06,5992.0,dgs occupant - capital area east end - block 225 baseline study - 660 j,"660 j st block 225, sacramento, ca 95814, usa",660 j st block 225,sacramento,ca,95814,usa,,,,,-121.4980503,38.5813564,2002.0,,,1,46637.0,,,,,46637.0
CBE,12200.0,GSA WP2020 REPORT ANALYSIS - DGS Occupant - Capital Area East End - Block 225 Baseline Study - 515 L,,Office,general services administration,2002-02-06,5993.0,dgs occupant - capital area east end - block 225 baseline study - 515 l,"515 l st block 225, sacramento, ca 95814, usa",515 l st block 225,sacramento,ca,95814,usa,,,,,-121.5002359,38.5805444,2002.0,,,1,46637.0,,,,,46637.0
CBE,12201.0,GSA WP2020 REPORT ANALYSIS - DGS Occupant - Capital Area East End - Block 225 Baseline Study - 830 S,,Office,general services administration,2002-02-06,5994.0,dgs occupant - capital area east end - block 225 baseline study - 830 s,"1628 capitol ave, sacramento, ca 95814, usa",1628 capitol ave,sacramento,ca,95814,usa,,,,,-121.4854873,38.5747153,2002.0,,,1,46637.0,,,,,46637.0
CBE,12202.0,GSA WP2020 REPORT ANALYSIS - DGS Occupant - Capital Area East End - Block 225 Baseline Study - 721 Capitol Mall,,Office,general services administration,2002-02-06,5995.0,dgs occupant - capital area east end - block 225 baseline study - 721 capital mall,"721 capitol mall block 225, sacramento, ca 95814, usa",721 capitol mall block 225,sacramento,ca,95814,usa,,,,,-121.4982341,38.5784288,2002.0,,,1,46637.0,,,,,46637.0
CBE,12203.0,GSA WP2020 REPORT ANALYSIS - DGS Occupant - Capital Area East End - Block 172 Baseline Study - 428 J,,Office,general services administration,2002-09-27,5996.0,dgs occupant - capital area east end - block 225 baseline study - 428 j,"428 j st block 225, sacramento, ca 95814, usa",428 j st block 225,sacramento,ca,95814,usa,,,,,-121.5004546,38.5819629,2002.0,,,1,46637.0,,,,,46637.0
CBE,12204.0,GSA WP2020 REPORT ANALYSIS - DGS Occupant - Capital Area East End - Block 172 Baseline Study - 502 J,,Office,general services administration,2002-09-27,5997.0,dgs occupant - capital area east end - block 225 baseline study - 502 j,"502 j st block 225, sacramento, ca 95814, usa",502 j st block 225,sacramento,ca,95814,usa,,,,,-121.4999145,38.5817235,2002.0,,,1,46637.0,,,,,46637.0
CBE,12205.0,GSA WP2020 REPORT ANALYSIS - DGS Occupant - Capital Area East End - Block 172 Baseline Study - 515 L,,Office,general services administration,2002-09-27,5998.0,dgs occupant - capital area east end - block 225 baseline study - 515l,"1214 17th st, sacramento, ca 95811, usa",1214 17th st,sacramento,ca,95811,usa,,,,,-121.484929,38.5753942,2002.0,,,1,77760.0,,,,,77760.0
CBE,12206.0,GSA WP2020 REPORT ANALYSIS - DGS Occupant - Capital Area East End - Block 172 Baseline Study - 560 J,,Office,general services administration,2002-09-27,5971.0,dgs occupant - capital area east end - block 225 baseline study - 560 j,"560 j st block 225, sacramento, ca 95814, usa",560 j st block 225,sacramento,ca,95814,usa,,,,,-121.4991469,38.5817977,2002.0,,,1,46637.0,,,,,46637.0
CBE,12207.0,GSA WP2020 REPORT ANALYSIS - DGS Occupant - Capital Area East End - Block 172 Baseline Study - 660 J,,Office,general services administration,2002-09-27,5972.0,dgs occupant - capital area east end - block 225 baseline study - 660 j,"660 j st block 225, sacramento, ca 95814, usa",660 j st block 225,sacramento,ca,95814,usa,,,,,-121.4980503,38.5813564,2002.0,,,1,46637.0,,,,,46637.0
CBE,12208.0,GSA WP2020 REPORT ANALYSIS - Keen washroom module - Choi,,Office,university of british columbia,2002-10-10,5666.0,ck choi building for the institute of asian research,,,,,,canada,,,,,,,1996.0,,,1,,,,,,
CBE,12209.0,GSA WP2020 REPORT ANALYSIS - Keen washroom module - Liu,,Office,university of british columbia,2002-10-10,5667.0,liu centre for the study of global issues,,,,,,canada,,,,,,,2000.0,,,1,,,,,,
CBE,12210.0,GSA WP2020 REPORT ANALYSIS - DGS Occupant - Capital Area East End - Block 172 Baseline Study - DHS - 601 N 7th St.,,Office,general services administration,2003-11-26,5681.0,east end block 172 dhs baseline - 591 n,"591 n st, sacramento, ca 95814, usa",591 n st,sacramento,ca,95814,usa,,,,,-121.5007638,38.5774984,2002.0,,,1,46637.0,,,,,46637.0
CBE,12211.0,GSA WP2020 REPORT ANALYSIS - DGS Occupant - Capital Area East End - Block 172 Baseline Study - DHS - 591 N 7th St.,,Office,general services administration,2003-11-26,5682.0,east end block 172 dhs baseline - 601 n,"california, usa",california,,ca,,usa,,,,,-119.4179324,36.778261,,,,1,,,,,,
CBE,12215.0,McCuen Center One,,Office,shiva inc.,2004-09-23,5778.0,mccuen center one,"10545 armstrong ave, mather, ca 95655, usa",10545 armstrong ave,mather,ca,95655,usa,,,,,-121.2963186,38.5696667,2001.0,,,,130500.0,,,,,130500.0
CBE,12217.0,Philip Merrill Environmental Center,,Office,"chesapeake bay foundation, inc.",2004-11-05,5779.0,philip merrill environmental center,"6 herndon ave, annapolis, md 21403, usa",6 herndon ave,annapolis,md,21403,usa,,,,,-76.4626989,38.9325107,2000.0,,platinum,leed nc 1.0,115068.0,,,,,115068.0
CBE,12218.0,"HOK - Missouri History Society Museum - St. Louis, MO",,Office,hok,2004-12-13,5780.0,missouri history society museum,"5700 lindell blvd, st. louis, mo 63112, usa",5700 lindell blvd,st. louis,mo,63112,usa,,,,,-90.2857383,38.6452478,2000.0,,,,43262.0,,,,,43262.0
CBE,12223.0,PNNL - pilot transportation survey Sigma 2,,Office,pnnl,2005-01-05,5782.0,pnnl - sigma 2,"3180 george washington way, richland, wa 99354, usa",3180 george washington way,richland,wa,99354,usa,,,,,-119.2724413,46.3466349,1978.0,2000.0,gold,leed-eb:om v2009,88601.0,,,,,88601.0
CBE,12224.0,PNNL - pilot transportation survey Sigma 3,,Office,pnnl,2005-01-05,5783.0,pnnl - sigma 3,"3160 george washington way, richland, wa 99354, usa",3160 george washington way,richland,wa,99354,usa,,,,,-119.2724113,46.3452499,1978.0,,registered,leed-eb:om v2009,88601.0,,,,,88601.0
CBE,12225.0,HOK - U of W Greenbay Academic Building,,Office,hok,2004-12-20,5784.0,greenbay academic building,"2420 nicolet dr, green bay, wi 54311, usa",2420 nicolet dr,green bay,wi,54311,usa,,,,,-87.9217003,44.532204,2001.0,,,,83178.0,,,,,83178.0
CBE,12226.0,HOK - World Resource Institute,,Office,hok,2004-12-17,5785.0,world resource institute,"10 g street, washington, dc 20002, usa",10 g street,washington,dc,20002,usa,,,,,-77.007986,38.8989921,1999.0,,,,114482.0,,,,,114482.0
CBE,12227.0,HOK - National Wildlife Federation,,Office,hok,2004-12-21,5786.0,national wildlife federation,"11100 wildlife center dr, reston, va 20190, usa",11100 wildlife center dr,reston,va,20190,usa,,,,,-77.3312759,38.951872,2001.0,,registered,leed eb o&m,126928.0,,,,,126928.0
CBE,12230.0,EHDD - Carnegie Center for Global Ecology building POE,,Office,ehdd,2005-01-28,5788.0,carnegie department of global ecology,"260 panama st, stanford, ca 94305, usa",260 panama st,stanford,ca,94305,usa,,,,,-122.178618,37.428381,2004.0,,,1,72470.0,,,,,72470.0
CBE,12231.0,Indoorium - Senate Properties Headquarters,,Office,senaatti-kiinteistöt,2005-01-21,5789.0,senate properties - hq,,,,,,finland,,,,,,,1934.0,2002.0,,1,,,,,,
CBE,12232.0,GSA Workplace 20.20 pilot Grand Teton National Park - Administration Building,,Office,general services administration,2005-09-16,5790.0,grand teton national park - administration building,"grand teton national park headquarters, moose, wy, 103 headquarters rd, moose, wy 83012, usa",grand teton national park headquarters,moose,WY,83012,usa,,,,,-110.7158946,43.6559443,1957.0,,,1,,,,,,
CBE,12233.0,COHOS EVAMY - Calgary Public Library Crowfoot Branch  LEED NC 2.0 (certified),,Office,,2005-02-18,5793.0,calgary public library - crowfoot branch,,,,,,canada,,,,,,,2003.0,,,,,,,,,
CBE,12234.0,City of Chicago - Chicago Center for Green Technology LEED NC 1.0 (platinum),,Office,city of chicago,2005-02-18,5794.0,chicago center for green technology,"445 n sacramento blvd, chicago, il 60612, usa",445 n sacramento blvd,chicago,il,60612,usa,,,,,-87.7008928,41.8897277,1952.0,2003.0,platinum,leed nc 1.0,60457.0,,,,,60457.0
CBE,12236.0,Indoorium - TAC Finland,,Office,veritas,2005-02-11,5795.0,tac finland,,,,,,finland,,,,,,,1991.0,2004.0,,1,,,,,,
CBE,12238.0,PG&E lighting study occupant survey - San Francisco BOMA,,Office,san francisco boma,2005-04-22,5797.0,san francisco boma,"233 sansome st, san francisco, ca 94104, usa",233 sansome st,san francisco,ca,94104,usa,,,,,-122.4012865,37.7926014,2001.0,2001.0,,,49896.0,,,,,49896.0
CBE,12241.0,Glumac San Francisco LEED CI (pending - sil),,Office,equity offices,2005-03-03,5799.0,glumac san francisco,"150 california street, 150 california st 3rd floor, san francisco, ca 94111, usa","3rd floor, 150 california street",san francisco,ca,94111,usa,,,,,-122.3986313,37.7936408,1998.0,2004.0,certified,leed ci 1.0 pilots only,131343.0,,,,,131343.0
CBE,12242.0,GSA Workplace 20.20 pilot Denver POE,,Office,general services administration,2005-03-14,5800.0,gsa wp 20.20 pilot denver,"west 6th avenue & kipling street, lakewood, co 80225, usa",west 6th avenue & kipling street,lakewood,co,80225,usa,,,,,-105.1184749,39.7202431,1941.0,2004.0,,1,,,,,,
CBE,12243.0,Santa Monica Public Safety Facility LEED 2.0 (silver),,Office,city of santa monica,2005-03-08,5801.0,santa monica public safety facility,"333 olympic dr, santa monica, ca 90401, usa",333 olympic dr,santa monica,ca,90401,usa,,,,,-118.4908669,34.0121978,2003.0,,,3,106704.0,,,,,106704.0
CBE,12244.0,Interface showroom Atlanta GA  LEED CI pilot (platinum),,Office,,2005-03-11,5802.0,interface showroom,"75 5th st nw, atlanta, ga 30308, usa",75 5th st nw,atlanta,ga,30308,usa,,,,,-84.3891231,33.777443,2004.0,,,,82420.0,,,,,82420.0
CBE,12245.0,UCB - Wurster Hall,,Office,university of california,2005-03-18,5804.0,wurster hall,"berkeley, ca 94720, usa",berkeley,berkeley,ca,94720,usa,,,,,-122.2548644,37.8706209,,2002.0,,,,,,,,
CBE,12246.0,Inland Empire Utilities Agency Administrative Headquarters LEED Platinum,,Office,inland empire utilities agency,2005-03-31,5803.0,inland empire utilities agency,"6075 kimball ave, chino, ca 91710, usa",6075 kimball ave,chino,ca,91710,usa,,,,,-117.6768973,33.9676682,2003.0,,platinum,leed nc 2.0,104205.0,,,,,104205.0
CBE,12247.0,Indoorium - University of Lapland,,Office,,2005-04-15,5805.0,"university of lapland, new section of wing a",,,,,,finland,,,,,,,,,,,,,,,,
CBE,12248.0,(University of Idaho) Vital signs - Moscow Charter School,,K-12,moscow charter school,2005-04-11,5806.0,vital signs - moscow charter school,"1723 e f st, moscow, id 83843, usa",1723 e f st,moscow,id,83843,usa,,,,,-116.9780688,46.740123,2002.0,,,1,59907.0,,,,,59907.0
CBE,12249.0,New report original (copy Indoorium Nordea data),,Office,,2003-02-23,5661.0,"nordea, levytie",,,,,,finland,,,,,,,,,,,,,,,,
CBE,12251.0,Indoorium - Tekes,,Office,veritas,2005-04-15,5807.0,tekes head quarters,,,,,,finland,,,,,,,1988.0,1999.0,,1,,,,,,
CBE,12253.0,Yorkshire Development Tricom Building LEED NC (silver),,Office,yorkshire development,2005-05-06,5808.0,tricom building leed nc silver,"2812 e walnut st, pasadena, ca 91107, usa",2812 e walnut st,pasadena,ca,91107,usa,,,,,-118.0921969,34.1476652,2003.0,,silver,leed nc 2.0,124880.0,,,,,124880.0
CBE,12256.0,GSA Workplace 20.20 pilot Auburn,,Office,gsa,2005-05-12,5809.0,gsa slt wp 20.20 auburn,"400 15th st sw, auburn, wa 98001, usa",400 15th st sw,auburn,wa,98001,usa,,,,,-122.2333714,47.2951013,1954.0,1999.0,,,107218.0,,,,,107218.0
CBE,12257.0,Sonoma State University campus recreation center,,Office,,2005-05-27,5810.0,sonoma state university campus recreation center,"1801 e cotati ave, rohnert park, ca 94928, usa",1801 e cotati ave,rohnert park,ca,94928,usa,,,,,-122.6738225,38.3409331,2004.0,,,,96622.0,,,,,96622.0
CBE,12258.0,Wallace Roberts & Todd main office 1700 Market St LEED CI (gold),,Office,transwestern investment company,2005-05-13,5811.0,wrt main office,"1700 market st, philadelphia, pa 19103, usa",1700 market st,philadelphia,pa,19103,usa,,,,,-75.1686716,39.9535123,1968.0,2004.0,gold,leed ci 1.0 pilots only,97940.0,,,,,97940.0
CBE,12260.0,GSA Workplace 20.20 pilot Chicago - JCK Building,,Office,general services administration,2005-06-16,5812.0,gsa workplace 20.20 pilot chicago (jck building),"kluczynski federal bldg, 230 s dearborn st, chicago, il 60604, usa","kluczynski federal bldg, 230 s dearborn st",chicago,il,60604,usa,,,,,-87.6297798,41.8784844,1974.0,,,1,77806.0,,,,,77806.0
CBE,12261.0,GSA Workplace 20.20 pilot Chicago - 610 S. Canal Building (Customs House),,Office,general services administration,2005-06-16,5813.0,gsa workplace 20.20 pilot chicago (customs house),"230 s dearborn st, chicago, il 60604, usa",230 s dearborn st,chicago,il,60604,usa,,,,,-87.63,41.8784454,,,,1,77806.0,,,,,77806.0
CBE,12262.0,GSA Workplace 20.20 pilot Department of Justice Probation San Francisco,,Office,general services administration,2005-06-22,5925.0,gsa workplace 20.20 doj san francisco,"phillip burton federal building, 450 golden gate ave, san francisco, ca 94102, usa","phillip burton federal building, 450 golden gate ave",san francisco,ca,94102,usa,,,,,-122.4181453,37.7819473,1962.0,1997.0,,,64781.0,,,,,64781.0
CBE,12263.0,GSA Workplace 20.20 pilot Grand Teton National Park - Moose Maintenance Building,,Office,nps,2005-09-16,5926.0,grand teton national park - moose maintenance building,"grand teton national park, wyoming, usa",grand teton national park,wyoming,wy,,usa,,,,,-110.6817627,43.7904282,1962.0,,,1,,,,,,
CBE,12264.0,GSA Workplace 20.20 pilot Grand Teton National Park - Etc. & Planning & Sci-Res Mngmnt Buildings,,Office,nps,2005-09-16,5927.0,grand teton national park - etc. building,"grand teton national park, wyoming, usa",grand teton national park,wyoming,wy,,usa,,,,,-110.7158946,43.6559443,1962.0,,,1,,,,,,
CBE,12267.0,GSA IFMA 2005 AZ5208 BLDG 3 USGS,,Office,general services administration,2005-07-08,5815.0,bldg 3 usgs,"2255 n gemini rd, flagstaff, az 86001, usa",2255 n gemini rd,flagstaff,az,86001,usa,,,,,-111.6341129,35.2144074,2002.0,,,1,62587.0,,,,,62587.0
CBE,12268.0,GSA IFMA 2005 AZ7281 BLDG 6 USGS,,Office,general services administration,2005-08-05,5816.0,bldg 6 usgs,"2255 n gemini rd, flagstaff, az 86001, usa",2255 n gemini rd,flagstaff,az,86001,usa,,,,,-111.6341129,35.2144074,2002.0,,,1,62587.0,,,,,62587.0
CBE,12272.0,GSA IFMA 2005 DC0023ZZ JUSTICE BLDG,,Office,general services administration,2005-08-19,5820.0,justice bldg,"s memorial dr & e 9th st ib, tulsa, ok 74112, usa",s memorial dr & e 9th st ib,tulsa,ok,74112,usa,,,,,-95.88656,36.15005,1935.0,2006.0,,1,55848.0,,,,,55848.0
CBE,12275.0,GSA IFMA 2005 DC0082ZZ THEODORE ROOSEVELT,,Office,general services administration,2005-08-19,5823.0,theodore roosevelt,"1900 e st nw, washington, dc 20415, usa",1900 e st nw,washington,dc,20415,usa,,,,,-77.0441491,38.8947208,1963.0,,,1,,,,,,
CBE,12277.0,GSA IFMA 2005 DC0092ZZ HUD BUILDING - no incentive drawing,,Office,general services administration,2005-07-29,5825.0,hud building,"451 7th st sw, washington, dc 20410, usa",451 7th st sw,washington,dc,20410,usa,,,,,-77.0227117,38.8839902,1968.0,,registered,leed-ci v2009,,,,,,
